,0
"Ответственность , добросовестность (СК) (614_4)",177.0
Дисциплинированность (СК) (593_4),121.0
Шлифовальные работы (3779_35),81.0
"Личные установки и ценности, мировоззрение (2043_4)",77.0
Доводочные операции (3452_35),52.0
Внимательность (СК) (536_4),50.0
Аккуратность (СК) (575_4),40.0
Шлифовальные работы по металлу (3784_35),18.0
Высокая работоспособность (СК) (586_4),16.0
Кропотливость (СК) (623_4),11.0
Чтение схем/чертежей (ОПТ) (3032_36),10.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",7.0
Работа на шлифовальных станках определенной группы (3780_35),7.0
Установка деталей различными способами (3545_35),6.0
Механическая обработка металлов (3498_35),3.0
Обработка деталей и заготовок (3894_35),2.0
Наладка и настройка шлифовальных станков (3806_35),1.0
Использование контрольно-измерительных инструментов (3479_35),0.0
