,0
"Ответственность , добросовестность (СК) (614_4)",447.0
Шлифовальные работы (3779_35),424.0
"Личные установки и ценности, мировоззрение (2043_4)",398.0
Дисциплинированность (СК) (593_4),306.0
Доводочные операции (3452_35),226.0
Работа на шлифовальных станках определенной группы (3780_35),188.0
Аккуратность (СК) (575_4),152.0
Чтение схем/чертежей (ОПТ) (3032_36),128.0
Шлифовальные работы по металлу (3784_35),126.0
Кропотливость (СК) (623_4),99.0
Внимательность (СК) (536_4),75.0
Установка деталей различными способами (3545_35),56.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",53.0
Использование контрольно-измерительных инструментов (3479_35),49.0
Высокая работоспособность (СК) (586_4),48.0
Наладка и настройка шлифовальных станков (3806_35),24.0
Механическая обработка металлов (3498_35),14.0
Обработка деталей и заготовок (3894_35),5.0
