,0
"Личные установки и ценности, мировоззрение (2043_4)",46.0
"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",25.0
Вождение трамвая (1900_28),23.0
Пунктуальность (СК) (612_4),18.0
Коммуникабельность (СК) (617_4),12.0
Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),10.0
Склонность к здоровому образу жизни (СК) (1662_4),8.0
Соблюдение графика движения автобуса по маршруту (1866_28),7.0
Знание правил дорожного движения (1856_28),6.0
Внимательность (СК) (536_4),4.0
"Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",3.0
Соблюдение правил охраны труда (ОПТ) (3790_36),0.0
