,0
"Ответственность , добросовестность (СК) (614_4)",1516.0
"Личные установки и ценности, мировоззрение (2043_4)",1341.0
Разработка технологической документации (6036_35),889.0
Дисциплинированность (СК) (593_4),803.0
Знание компьютерных программ (3753_35),553.0
Разработка и внедрение технологий и материалов (6364_35),524.0
Разработка рабочей конструкторской документации (5537_35),470.0
"Организаторские способности, лидерство (СК) (393_4)",417.0
Коммуникабельность (СК) (617_4),383.0
"Саморазвитие, обучаемость (СК) (604_4)",306.0
Разработка норм времени (6078_35),280.0
Контроль технологического процесса (4609_35),271.0
Разработка норм расхода материальных средств (6399_35),260.0
Внимательность (СК) (536_4),257.0
Чтение схем/чертежей (ОПТ) (3032_36),211.0
Знание нормативной и методической документации (4566_35),193.0
Конструкторское сопровождение опытного и серийного производства (5518_35),178.0
Составление и корректировка управляющих программ (3667_35),170.0
Пунктуальность (СК) (612_4),160.0
Английский язык (ЯС) (1918_32),92.0
Навыки руководящей работы (6700_35),81.0
Разработка проектной документации (5541_35),73.0
Соблюдение пожарной безопасности (ОПТ) (3792_36).1,1.0
"Решимость , решительность (СК) (608_4).1",0.0
