,0
"Личные установки и ценности, мировоззрение (2043_4)",1456.0
"Ответственность , добросовестность (СК) (614_4)",1324.0
Разработка технологической документации (6036_35),1080.0
Знание компьютерных программ (3753_35),672.0
Дисциплинированность (СК) (593_4),652.0
Разработка рабочей конструкторской документации (5537_35),601.0
Разработка и внедрение технологий и материалов (6364_35),567.0
"Организаторские способности, лидерство (СК) (393_4)",496.0
Коммуникабельность (СК) (617_4),495.0
Знание нормативной и методической документации (4566_35),386.0
Контроль технологического процесса (4609_35),357.0
Разработка норм времени (6078_35),349.0
Разработка норм расхода материальных средств (6399_35),329.0
Конструкторское сопровождение опытного и серийного производства (5518_35),294.0
Внимательность (СК) (536_4),274.0
"Саморазвитие, обучаемость (СК) (604_4)",271.0
Чтение схем/чертежей (ОПТ) (3032_36),249.0
Английский язык (ЯС) (1918_32),203.0
Навыки руководящей работы (6700_35),184.0
Составление и корректировка управляющих программ (3667_35),169.0
Пунктуальность (СК) (612_4),167.0
Разработка проектной документации (5541_35),114.0
"Решимость , решительность (СК) (608_4).1",2.0
Соблюдение пожарной безопасности (ОПТ) (3792_36).1,1.0
