,0
"Ответственность , добросовестность (СК) (614_4)",1477.0
"Личные установки и ценности, мировоззрение (2043_4)",1052.0
Дисциплинированность (СК) (593_4),739.0
Разработка технологической документации (6036_35),710.0
Разработка и внедрение технологий и материалов (6364_35),530.0
Разработка рабочей конструкторской документации (5537_35),412.0
"Организаторские способности, лидерство (СК) (393_4)",382.0
Знание компьютерных программ (3753_35),366.0
Коммуникабельность (СК) (617_4),321.0
Разработка норм времени (6078_35),257.0
Разработка норм расхода материальных средств (6399_35),249.0
"Саморазвитие, обучаемость (СК) (604_4)",185.0
Контроль технологического процесса (4609_35),179.0
Знание нормативной и методической документации (4566_35),169.0
Внимательность (СК) (536_4),151.0
Навыки руководящей работы (6700_35),134.0
Пунктуальность (СК) (612_4),133.0
Конструкторское сопровождение опытного и серийного производства (5518_35),129.0
Английский язык (ЯС) (1918_32),129.0
Составление и корректировка управляющих программ (3667_35),108.0
Чтение схем/чертежей (ОПТ) (3032_36),106.0
Разработка проектной документации (5541_35),83.0
"Решимость , решительность (СК) (608_4).1",1.0
Соблюдение пожарной безопасности (ОПТ) (3792_36).1,0.0
