,0
"Личные установки и ценности, мировоззрение (2043_4)",1805.0
"Ответственность , добросовестность (СК) (614_4)",1374.0
Разработка технологической документации (6036_35),1146.0
Знание компьютерных программ (3753_35),784.0
Дисциплинированность (СК) (593_4),752.0
Коммуникабельность (СК) (617_4),506.0
Разработка рабочей конструкторской документации (5537_35),487.0
"Организаторские способности, лидерство (СК) (393_4)",484.0
"Саморазвитие, обучаемость (СК) (604_4)",476.0
Разработка и внедрение технологий и материалов (6364_35),460.0
Чтение схем/чертежей (ОПТ) (3032_36),435.0
Контроль технологического процесса (4609_35),416.0
Внимательность (СК) (536_4),363.0
Знание нормативной и методической документации (4566_35),333.0
Конструкторское сопровождение опытного и серийного производства (5518_35),261.0
Разработка норм времени (6078_35),244.0
Разработка норм расхода материальных средств (6399_35),232.0
Пунктуальность (СК) (612_4),185.0
Составление и корректировка управляющих программ (3667_35),170.0
Английский язык (ЯС) (1918_32),138.0
Навыки руководящей работы (6700_35),82.0
Разработка проектной документации (5541_35),72.0
"Решимость , решительность (СК) (608_4).1",2.0
Соблюдение пожарной безопасности (ОПТ) (3792_36).1,0.0
