,0
"Ответственность , добросовестность (СК) (614_4)",427.0
"Личные установки и ценности, мировоззрение (2043_4)",322.0
Дисциплинированность (СК) (593_4),317.0
Планировка площадей при устройстве выемок (2664_10),219.0
Планировка площадей при устройстве насыпей (3129_10),216.0
ТОиР бульдозеров (3176_10),113.0
Планировочные работы (5021_10),79.0
Склонность к здоровому образу жизни (СК) (1662_4),76.0
Заправка бульдозера ГСМ (3224_10),69.0
Выполнение ремонтных работ (ОПТ) (8285_36),48.0
Умение управлять бульдозером (3193_10),47.0
Пунктуальность (СК) (612_4),44.0
Командность (СК) (1371_4),41.0
Коммуникабельность (СК) (617_4),37.0
Выполнение работ бульдозерами (4974_10),37.0
Знание технического устройства бульдозеров (2976_10),35.0
Профилирование и подчистка откаточных путей (3183_10),33.0
Высокая работоспособность (СК) (586_4),27.0
Соблюдение правил охраны труда (ОПТ) (3790_36),24.0
Погрузо-разгрузочные работы (3184_10),23.0
Монтаж-демонтаж навесного оборудования (3227_10),14.0
Внимательность (СК) (536_4),13.0
Умение выявлять и устранять неисправности (3343_10),13.0
Стрессоустойчивость (СК) (601_4),9.0
Трудолюбие (СК) (597_4),7.0
Нравственность (СК) (622_4),5.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),2.0
Соблюдение правовых и нормативных документов (6145_10),1.0
