,0
"Личные установки и ценности, мировоззрение (2043_4)",274.0
Планировка площадей при устройстве насыпей (3129_10),171.0
Планировка площадей при устройстве выемок (2664_10),170.0
Планировочные работы (5021_10),152.0
ТОиР бульдозеров (3176_10),137.0
Заправка бульдозера ГСМ (3224_10),97.0
"Ответственность , добросовестность (СК) (614_4)",92.0
Выполнение ремонтных работ (ОПТ) (8285_36),71.0
Дисциплинированность (СК) (593_4),70.0
Знание технического устройства бульдозеров (2976_10),68.0
Выполнение работ бульдозерами (4974_10),60.0
Умение управлять бульдозером (3193_10),28.0
Монтаж-демонтаж навесного оборудования (3227_10),18.0
Погрузо-разгрузочные работы (3184_10),18.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),17.0
Внимательность (СК) (536_4),14.0
Стрессоустойчивость (СК) (601_4),13.0
Высокая работоспособность (СК) (586_4),10.0
Профилирование и подчистка откаточных путей (3183_10),10.0
Коммуникабельность (СК) (617_4),9.0
Пунктуальность (СК) (612_4),8.0
Соблюдение правил охраны труда (ОПТ) (3790_36),8.0
Трудолюбие (СК) (597_4),6.0
Умение выявлять и устранять неисправности (3343_10),6.0
Склонность к здоровому образу жизни (СК) (1662_4),4.0
Нравственность (СК) (622_4),3.0
Соблюдение правовых и нормативных документов (6145_10),0.0
Командность (СК) (1371_4),0.0
