,0
"Организаторские способности, лидерство (СК) (393_4)",2990.0
Ведение отчетности и разработка регламентов (2239_33),2969.0
"Управление товародвижением (организация, осуществление, контроль) в части приемки, обмена и возврата товара (2193_33)",2921.0
"Ответственность , добросовестность (СК) (614_4)",1154.0
"Личные установки и ценности, мировоззрение (2043_4)",1052.0
Коммуникабельность (СК) (617_4),887.0
Внимательность (СК) (536_4),537.0
"Саморазвитие, обучаемость (СК) (604_4)",467.0
Дисциплинированность (СК) (593_4),442.0
Грамотность (СК) (1368_4),437.0
Доброжелательность (СК) (1126_4),406.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",308.0
Владение ПК и оргтехникой (2686_33),267.0
Прием посетителей (1971_33),213.0
Целеустремленность (СК) (588_4),120.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",97.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",62.0
Проведение инвентаризации и переоценок (2201_33),44.0
