,0
"Личные установки и ценности, мировоззрение (2043_4)",117.0
"Ответственность , добросовестность (СК) (614_4)",92.0
"Организаторские способности, лидерство (СК) (393_4)",90.0
Коммуникабельность (СК) (617_4),71.0
Дисциплинированность (СК) (593_4),50.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",50.0
"Саморазвитие, обучаемость (СК) (604_4)",49.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",41.0
Целеустремленность (СК) (588_4),36.0
"Управление товародвижением (организация, осуществление, контроль) в части приемки, обмена и возврата товара (2193_33)",28.0
Внимательность (СК) (536_4),24.0
Владение ПК и оргтехникой (2686_33),24.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",22.0
Проведение инвентаризации и переоценок (2201_33),15.0
Доброжелательность (СК) (1126_4),12.0
Ведение отчетности и разработка регламентов (2239_33),11.0
Грамотность (СК) (1368_4),10.0
Прием посетителей (1971_33),4.0
