,0
"Организаторские способности, лидерство (СК) (393_4)",2603.0
"Управление товародвижением (организация, осуществление, контроль) в части приемки, обмена и возврата товара (2193_33)",2312.0
Ведение отчетности и разработка регламентов (2239_33),2014.0
"Ответственность , добросовестность (СК) (614_4)",1907.0
"Личные установки и ценности, мировоззрение (2043_4)",1707.0
Внимательность (СК) (536_4),1412.0
Дисциплинированность (СК) (593_4),976.0
Владение ПК и оргтехникой (2686_33),951.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",853.0
"Саморазвитие, обучаемость (СК) (604_4)",839.0
Коммуникабельность (СК) (617_4),570.0
Целеустремленность (СК) (588_4),341.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",334.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",315.0
Проведение инвентаризации и переоценок (2201_33),283.0
Грамотность (СК) (1368_4),201.0
Доброжелательность (СК) (1126_4),122.0
Прием посетителей (1971_33),56.0
