,0
"Организаторские способности, лидерство (СК) (393_4)",2595.0
"Управление товародвижением (организация, осуществление, контроль) в части приемки, обмена и возврата товара (2193_33)",2517.0
Ведение отчетности и разработка регламентов (2239_33),2505.0
"Ответственность , добросовестность (СК) (614_4)",762.0
"Личные установки и ценности, мировоззрение (2043_4)",724.0
Коммуникабельность (СК) (617_4),565.0
Дисциплинированность (СК) (593_4),349.0
Внимательность (СК) (536_4),287.0
"Саморазвитие, обучаемость (СК) (604_4)",278.0
Доброжелательность (СК) (1126_4),268.0
Грамотность (СК) (1368_4),263.0
Владение ПК и оргтехникой (2686_33),167.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",156.0
Прием посетителей (1971_33),145.0
Целеустремленность (СК) (588_4),105.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",84.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",58.0
Проведение инвентаризации и переоценок (2201_33),47.0
