,0
"Организаторские способности, лидерство (СК) (393_4)",1563.0
Ведение отчетности и разработка регламентов (2239_33),1536.0
"Управление товародвижением (организация, осуществление, контроль) в части приемки, обмена и возврата товара (2193_33)",1529.0
"Ответственность , добросовестность (СК) (614_4)",406.0
"Личные установки и ценности, мировоззрение (2043_4)",357.0
Коммуникабельность (СК) (617_4),304.0
Внимательность (СК) (536_4),156.0
"Саморазвитие, обучаемость (СК) (604_4)",151.0
Дисциплинированность (СК) (593_4),150.0
Доброжелательность (СК) (1126_4),137.0
Прием посетителей (1971_33),126.0
Грамотность (СК) (1368_4),125.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",120.0
Владение ПК и оргтехникой (2686_33),64.0
Целеустремленность (СК) (588_4),46.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",37.0
Проведение инвентаризации и переоценок (2201_33),25.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",17.0
