,0
Управление локомотивами (РЖД) (3677_23),47.0
Выполнение маневровой работы машинистом метрополитена (1920_28),38.0
Дисциплинированность (СК) (593_4),31.0
Выполнение маневровой работы (составитель поездов) (3671_23),29.0
"Личные установки и ценности, мировоззрение (2043_4)",18.0
Исполнение инструкций и правил машинистом метрополитена (1924_28),15.0
Командность (СК) (1371_4),13.0
Управление электропоездом метрополитена (1913_28),9.0
Пунктуальность (СК) (612_4),8.0
Техническое обслуживание поездов (машинист РЖД) (1848_23),7.0
"Знания правил, инструкций машиниста метрополитена (1923_28)",6.0
Коммуникабельность (СК) (617_4),5.0
Контроль за правильностью сцепления поезда с первым вагоном (машинист РЖД) (3788_23),5.0
Обеспечение безопасности перевозок и культуры обслуживания ( машинист метрополитена) (1927_28),5.0
Знание правил подготовки и управления поездом (машинист РЖД) (3765_23),3.0
Высокая работоспособность (СК) (586_4),3.0
"Устранение неисправностей, возникших в пути следования (машинист РЖД) (3789_23)",2.0
Инициативность (СК) (610_4),1.0
Выполнение графика движения машистом метрополитена (1921_28),0.0
