,0
Административные функции (61_3),166.0
"Ответственность , добросовестность (СК) (614_4)",144.0
Дисциплинированность (СК) (593_4),112.0
"Личные установки и ценности, мировоззрение (2043_4)",103.0
"Контроль  сварки/резки, измерение (71_3)",67.0
Коммуникабельность (СК) (617_4),53.0
Технологическая подготовка сварочного производства (997_3),36.0
"Организаторские способности, лидерство (СК) (393_4)",32.0
Руководство и контроль сварочного производства (999_3),31.0
"Знание техник, технологии сварки, наплавки (41_3)",27.0
"Соблюдение охраны труда, техники безопасности и пожарной безопасности (69_3)",24.0
"Чтение чертежей, документации (68_3)",21.0
"Знание НТД, НД, ПТД (2712_3)",20.0
Чтение схем/чертежей (ОПТ) (3032_36),20.0
Командность (СК) (1371_4),19.0
Соблюдение техники безопасности (ОПТ) (3791_36),17.0
Сварка без конкретизации вида/оборудования (26_3),17.0
Китайский язык (ЯС) (1933_32),17.0
Английский язык (ЯС) (1918_32),16.0
Пунктуальность (СК) (612_4),15.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",14.0
Внимательность (СК) (536_4),13.0
Инициативность (СК) (610_4),13.0
"Многозадачность, интенсивность (СК) (627_4)",13.0
Стрессоустойчивость (СК) (601_4),6.0
Дефекты и нормы оценки (2754_3),3.0
Обслуживание и ремонт сварочного оборудования (60_3),3.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),1.0
Разрешительная и исполнительная документация (2690_3),0.0
Выполнение ремонтных работ (ОПТ) (8285_36),0.0
