,0
Административные функции (61_3),65.0
"Личные установки и ценности, мировоззрение (2043_4)",54.0
Выполнение УЗК (2752_3),52.0
Выполнение РК (2751_3),43.0
Выполнение НК (2727_3),42.0
Выполнение ВИК (2762_3),37.0
"Контроль  сварки/резки, измерение (71_3)",28.0
Исполнительная документация по НК (2730_3),26.0
Выполнение МК (2782_3),22.0
Средства контроля (2726_3),22.0
"Знание НТД, НД, ПТД (2712_3)",18.0
Разрешительная и исполнительная документация (2690_3),17.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),16.0
"Организаторские способности, лидерство (СК) (393_4)",14.0
Дисциплинированность (СК) (593_4),7.0
"Чтение чертежей, документации (68_3)",5.0
Обеспечение качества выпускаемой продукции (2711_3),2.0
Пунктуальность (СК) (612_4),2.0
