,0
Административные функции (61_3),251.0
"Личные установки и ценности, мировоззрение (2043_4)",191.0
Выполнение НК (2727_3),121.0
Дисциплинированность (СК) (593_4),92.0
Выполнение РК (2751_3),69.0
Выполнение УЗК (2752_3),67.0
Средства контроля (2726_3),65.0
"Контроль  сварки/резки, измерение (71_3)",58.0
Выполнение МК (2782_3),43.0
Выполнение ВИК (2762_3),39.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),36.0
"Организаторские способности, лидерство (СК) (393_4)",34.0
"Чтение чертежей, документации (68_3)",30.0
"Знание НТД, НД, ПТД (2712_3)",26.0
Разрешительная и исполнительная документация (2690_3),22.0
Пунктуальность (СК) (612_4),20.0
Исполнительная документация по НК (2730_3),8.0
Обеспечение качества выпускаемой продукции (2711_3),0.0
