,0
Административные функции (61_3),54.0
"Личные установки и ценности, мировоззрение (2043_4)",38.0
Выполнение РК (2751_3),20.0
Исполнительная документация по НК (2730_3),19.0
Выполнение НК (2727_3),16.0
"Контроль  сварки/резки, измерение (71_3)",15.0
Выполнение ВИК (2762_3),11.0
Средства контроля (2726_3),11.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),10.0
"Знание НТД, НД, ПТД (2712_3)",9.0
Обеспечение качества выпускаемой продукции (2711_3),6.0
Разрешительная и исполнительная документация (2690_3),6.0
Выполнение МК (2782_3),4.0
Пунктуальность (СК) (612_4),4.0
Выполнение УЗК (2752_3),4.0
"Организаторские способности, лидерство (СК) (393_4)",4.0
"Чтение чертежей, документации (68_3)",0.0
Дисциплинированность (СК) (593_4),0.0
