,0
"Ответственность , добросовестность (СК) (614_4)",2272.0
Дисциплинированность (СК) (593_4),1571.0
"Личные установки и ценности, мировоззрение (2043_4)",902.0
Выполнение ремонтных работ (ОПТ) (8285_36),716.0
Коммуникабельность (СК) (617_4),366.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),312.0
Склонность к здоровому образу жизни (СК) (1662_4),287.0
Аккуратность (СК) (575_4),229.0
ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),211.0
Командность (СК) (1371_4),205.0
ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),116.0
"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",20.0
