,0
"Ответственность , добросовестность (СК) (614_4)",1154.0
Дисциплинированность (СК) (593_4),847.0
"Личные установки и ценности, мировоззрение (2043_4)",411.0
Выполнение ремонтных работ (ОПТ) (8285_36),312.0
Склонность к здоровому образу жизни (СК) (1662_4),143.0
Коммуникабельность (СК) (617_4),129.0
Аккуратность (СК) (575_4),109.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),102.0
Командность (СК) (1371_4),100.0
ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),85.0
ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),43.0
"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",6.0
