,0
"Личные установки и ценности, мировоззрение (2043_4)",4329.0
"Ответственность , добросовестность (СК) (614_4)",3661.0
Выполнение поручений руководителя (ОПТ) (3036_36),2712.0
Грамотность (СК) (1368_4),2322.0
Внимательность (СК) (536_4),2258.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",1820.0
Пунктуальность (СК) (612_4),1611.0
Аккуратность (СК) (575_4),1238.0
Ведение делопроизводства (2047_33),972.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",654.0
"Организаторские способности, лидерство (СК) (393_4)",530.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",414.0
Английский язык (ЯС) (1918_32),320.0
