,0
"Личные установки и ценности, мировоззрение (2043_4)",945.0
"Ответственность , добросовестность (СК) (614_4)",730.0
Выполнение поручений руководителя (ОПТ) (3036_36),706.0
Грамотность (СК) (1368_4),608.0
Внимательность (СК) (536_4),558.0
Ведение делопроизводства (2047_33),532.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",481.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",462.0
Пунктуальность (СК) (612_4),365.0
Аккуратность (СК) (575_4),360.0
Английский язык (ЯС) (1918_32),243.0
"Организаторские способности, лидерство (СК) (393_4)",232.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",229.0
