,0
"Личные установки и ценности, мировоззрение (2043_4)",2144.0
"Ответственность , добросовестность (СК) (614_4)",1994.0
Грамотность (СК) (1368_4),1249.0
Выполнение поручений руководителя (ОПТ) (3036_36),1194.0
Внимательность (СК) (536_4),1111.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",1063.0
Пунктуальность (СК) (612_4),789.0
Ведение делопроизводства (2047_33),551.0
Аккуратность (СК) (575_4),541.0
"Организаторские способности, лидерство (СК) (393_4)",264.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",228.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",162.0
Английский язык (ЯС) (1918_32),65.0
