,0
"Личные установки и ценности, мировоззрение (2043_4)",1242.0
"Ответственность , добросовестность (СК) (614_4)",1001.0
Выполнение поручений руководителя (ОПТ) (3036_36),815.0
Грамотность (СК) (1368_4),736.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",614.0
Внимательность (СК) (536_4),592.0
Ведение делопроизводства (2047_33),499.0
Пунктуальность (СК) (612_4),476.0
Аккуратность (СК) (575_4),322.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",262.0
"Организаторские способности, лидерство (СК) (393_4)",228.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",163.0
Английский язык (ЯС) (1918_32),76.0
