,0
"Личные установки и ценности, мировоззрение (2043_4)",2704.0
"Ответственность , добросовестность (СК) (614_4)",2283.0
Грамотность (СК) (1368_4),1749.0
Выполнение поручений руководителя (ОПТ) (3036_36),1742.0
Внимательность (СК) (536_4),1460.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",1404.0
Ведение делопроизводства (2047_33),1196.0
Пунктуальность (СК) (612_4),881.0
Аккуратность (СК) (575_4),740.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",550.0
"Организаторские способности, лидерство (СК) (393_4)",520.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",324.0
Английский язык (ЯС) (1918_32),138.0
