,0
"Личные установки и ценности, мировоззрение (2043_4)",805.0
"Ответственность , добросовестность (СК) (614_4)",789.0
Выполнение поручений руководителя (ОПТ) (3036_36),481.0
Грамотность (СК) (1368_4),467.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",433.0
Внимательность (СК) (536_4),391.0
Пунктуальность (СК) (612_4),321.0
Ведение делопроизводства (2047_33),227.0
Аккуратность (СК) (575_4),187.0
"Организаторские способности, лидерство (СК) (393_4)",93.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",74.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",61.0
Английский язык (ЯС) (1918_32),25.0
