,0
"Ответственность , добросовестность (СК) (614_4)",227.0
"Личные установки и ценности, мировоззрение (2043_4)",211.0
Выполнение поручений руководителя (ОПТ) (3036_36),153.0
Грамотность (СК) (1368_4),143.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",128.0
Ведение делопроизводства (2047_33),122.0
Внимательность (СК) (536_4),111.0
Пунктуальность (СК) (612_4),82.0
Аккуратность (СК) (575_4),76.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",71.0
"Организаторские способности, лидерство (СК) (393_4)",54.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",43.0
Английский язык (ЯС) (1918_32),25.0
