,0
"Личные установки и ценности, мировоззрение (2043_4)",552.0
"Ответственность , добросовестность (СК) (614_4)",287.0
Дисциплинированность (СК) (593_4),199.0
Навыки по техническому обслуживанию  автобуса (1910_28),127.0
Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),99.0
"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",87.0
Знание устройств и технического обслуживания транспортных средств( без привязки) (1908_28),79.0
Знание устройств и технического обслуживания автобуса (1905_28),74.0
"Общие знания (водитель трамвая, троллейбуса, трамвая) (1875_28)",71.0
Пунктуальность (СК) (612_4),69.0
Соблюдение правил дорожного движения (1847_28),63.0
"Навыки, несвойственные водителю автобуса, троллейбуса, трамвая ( управление автомобилем) (1858_28)",50.0
"Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",45.0
Соблюдение графика движения автобуса по маршруту (1866_28),44.0
Вождение автобуса (1899_28),41.0
Выполнение ремонтных работ (ОПТ) (8285_36),30.0
Знание правил дорожного движения (1856_28),29.0
"Вождение транспортных средств (без привязки к автобусу, троллейбусу, трамваю) (1902_28)",25.0
Внимательность (СК) (536_4),25.0
Стрессоустойчивость (СК) (601_4),24.0
Выполнение поручений руководителя (ОПТ) (3036_36),14.0
Вежливость (СК) (581_4),11.0
Доброжелательность (СК) (1126_4),9.0
Целеустремленность (СК) (588_4),6.0
Воспитанность (СК) (585_4),5.0
