,0
"Личные установки и ценности, мировоззрение (2043_4)",179.0
"Ответственность , добросовестность (СК) (614_4)",105.0
Дисциплинированность (СК) (593_4),88.0
Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),52.0
"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",37.0
Знание правил дорожного движения (1856_28),36.0
"Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",32.0
Пунктуальность (СК) (612_4),32.0
"Вождение транспортных средств (без привязки к автобусу, троллейбусу, трамваю) (1902_28)",24.0
Соблюдение графика движения автобуса по маршруту (1866_28),23.0
Доброжелательность (СК) (1126_4),22.0
Внимательность (СК) (536_4),21.0
Соблюдение правил дорожного движения (1847_28),21.0
Навыки по техническому обслуживанию  автобуса (1910_28),11.0
Стрессоустойчивость (СК) (601_4),10.0
Вежливость (СК) (581_4),10.0
Вождение автобуса (1899_28),9.0
"Навыки, несвойственные водителю автобуса, троллейбуса, трамвая ( управление автомобилем) (1858_28)",8.0
Выполнение ремонтных работ (ОПТ) (8285_36),7.0
Знание устройств и технического обслуживания автобуса (1905_28),6.0
Воспитанность (СК) (585_4),4.0
Знание устройств и технического обслуживания транспортных средств( без привязки) (1908_28),4.0
Выполнение поручений руководителя (ОПТ) (3036_36),2.0
Целеустремленность (СК) (588_4),1.0
"Общие знания (водитель трамвая, троллейбуса, трамвая) (1875_28)",0.0
