,0
"Личные установки и ценности, мировоззрение (2043_4)",308.0
"Навыки, несвойственные водителю автобуса, троллейбуса, трамвая ( управление автомобилем) (1858_28)",137.0
Соблюдение правил дорожного движения (1847_28),88.0
Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),76.0
"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",62.0
"Ответственность , добросовестность (СК) (614_4)",59.0
Дисциплинированность (СК) (593_4),55.0
Выполнение ремонтных работ (ОПТ) (8285_36),46.0
Знание правил дорожного движения (1856_28),32.0
"Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",32.0
Навыки по техническому обслуживанию  автобуса (1910_28),29.0
Пунктуальность (СК) (612_4),18.0
"Вождение транспортных средств (без привязки к автобусу, троллейбусу, трамваю) (1902_28)",15.0
Выполнение поручений руководителя (ОПТ) (3036_36),14.0
Стрессоустойчивость (СК) (601_4),8.0
Соблюдение графика движения автобуса по маршруту (1866_28),7.0
Вождение автобуса (1899_28),7.0
Вежливость (СК) (581_4),6.0
Целеустремленность (СК) (588_4),4.0
Знание устройств и технического обслуживания автобуса (1905_28),3.0
Знание устройств и технического обслуживания транспортных средств( без привязки) (1908_28),1.0
Доброжелательность (СК) (1126_4),1.0
Воспитанность (СК) (585_4),0.0
Внимательность (СК) (536_4),0.0
"Общие знания (водитель трамвая, троллейбуса, трамвая) (1875_28)",0.0
