,0
Фрезерование (3469_35),939.0
"Ответственность , добросовестность (СК) (614_4)",623.0
"Личные установки и ценности, мировоззрение (2043_4)",551.0
Дисциплинированность (СК) (593_4),429.0
Чтение схем/чертежей (ОПТ) (3032_36),308.0
Фрезерование сложных деталей (3635_35),121.0
Использование контрольно-измерительных инструментов (3479_35),106.0
Пунктуальность (СК) (612_4),98.0
Подготовка станков к работе (3512_35),93.0
Коммуникабельность (СК) (617_4),91.0
Аккуратность (СК) (575_4),88.0
"Саморазвитие, обучаемость (СК) (604_4)",87.0
Внимательность (СК) (536_4),83.0
Кропотливость (СК) (623_4),77.0
Установка деталей различными способами (3545_35),67.0
Высокая работоспособность (СК) (586_4),59.0
Командность (СК) (1371_4),45.0
Работать на фрезерных станках определенной группы (3638_35),45.0
Механическая обработка металлов (3498_35),28.0
Работать на фрезерных станках определенной марки (3636_35),17.0
"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",14.0
Фрезерование цветных металлов и их сплавов (3658_35),0.0
