,0
Фрезерование (3469_35),535.0
"Ответственность , добросовестность (СК) (614_4)",369.0
"Личные установки и ценности, мировоззрение (2043_4)",262.0
Дисциплинированность (СК) (593_4),256.0
Чтение схем/чертежей (ОПТ) (3032_36),179.0
Кропотливость (СК) (623_4),57.0
Подготовка станков к работе (3512_35),47.0
Фрезерование сложных деталей (3635_35),43.0
Внимательность (СК) (536_4),38.0
Аккуратность (СК) (575_4),38.0
Пунктуальность (СК) (612_4),37.0
Использование контрольно-измерительных инструментов (3479_35),36.0
Работать на фрезерных станках определенной группы (3638_35),36.0
Установка деталей различными способами (3545_35),35.0
Коммуникабельность (СК) (617_4),30.0
"Саморазвитие, обучаемость (СК) (604_4)",26.0
Командность (СК) (1371_4),24.0
Высокая работоспособность (СК) (586_4),24.0
Механическая обработка металлов (3498_35),18.0
Работать на фрезерных станках определенной марки (3636_35),8.0
"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",6.0
Фрезерование цветных металлов и их сплавов (3658_35),2.0
