,0
Фрезерование (3469_35),774.0
"Личные установки и ценности, мировоззрение (2043_4)",493.0
Чтение схем/чертежей (ОПТ) (3032_36),360.0
Работать на фрезерных станках определенной группы (3638_35),92.0
Использование контрольно-измерительных инструментов (3479_35),86.0
"Ответственность , добросовестность (СК) (614_4)",71.0
Фрезерование сложных деталей (3635_35),69.0
Кропотливость (СК) (623_4),55.0
Фрезерование цветных металлов и их сплавов (3658_35),42.0
Механическая обработка металлов (3498_35),38.0
Работать на фрезерных станках определенной марки (3636_35),28.0
"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",19.0
Подготовка станков к работе (3512_35),18.0
Дисциплинированность (СК) (593_4),16.0
Установка деталей различными способами (3545_35),13.0
Аккуратность (СК) (575_4),6.0
Внимательность (СК) (536_4),6.0
"Саморазвитие, обучаемость (СК) (604_4)",5.0
Коммуникабельность (СК) (617_4),1.0
Командность (СК) (1371_4),0.0
Высокая работоспособность (СК) (586_4),0.0
Пунктуальность (СК) (612_4),0.0
