,0
Фрезерование (3469_35),1022.0
"Ответственность , добросовестность (СК) (614_4)",943.0
"Личные установки и ценности, мировоззрение (2043_4)",730.0
Дисциплинированность (СК) (593_4),723.0
Чтение схем/чертежей (ОПТ) (3032_36),266.0
Подготовка станков к работе (3512_35),102.0
Внимательность (СК) (536_4),95.0
Пунктуальность (СК) (612_4),94.0
Кропотливость (СК) (623_4),83.0
Фрезерование сложных деталей (3635_35),81.0
Коммуникабельность (СК) (617_4),80.0
Использование контрольно-измерительных инструментов (3479_35),73.0
Работать на фрезерных станках определенной группы (3638_35),70.0
Аккуратность (СК) (575_4),69.0
"Саморазвитие, обучаемость (СК) (604_4)",68.0
Установка деталей различными способами (3545_35),64.0
Командность (СК) (1371_4),62.0
Высокая работоспособность (СК) (586_4),52.0
Механическая обработка металлов (3498_35),29.0
Работать на фрезерных станках определенной марки (3636_35),12.0
"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",11.0
Фрезерование цветных металлов и их сплавов (3658_35),3.0
