,0
"Ответственность , добросовестность (СК) (614_4)",151.0
Дисциплинированность (СК) (593_4),111.0
"Личные установки и ценности, мировоззрение (2043_4)",88.0
Командность (СК) (1371_4),33.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),29.0
Пунктуальность (СК) (612_4),24.0
"Выполнение работ по регулировке, выправке и промерам (2998_23)",19.0
Выполнение работ по очистке (2992_23),13.0
Коммуникабельность (СК) (617_4),12.0
Высокая работоспособность (СК) (586_4),9.0
Трудолюбие (СК) (597_4),8.0
Выполнение работ по осмотру (2683_23),6.0
Выполнение ремонтных работ (ОПТ) (8285_36),6.0
Внимательность (СК) (536_4),6.0
"Саморазвитие, обучаемость (СК) (604_4)",6.0
Выполнение погрузо-разгрузочных работ (2986_23),5.0
Знания по выполнению работ по ремонту и текущему содержанию железнодорожного пути (РЖД) (1776_23),5.0
Выполнение работ по ремонту и текущему содержанию ВСП (РЖД) (замена ВСП) (2684_23),5.0
Сборка и разборка промежуточных и стыковых рельсовых скреплений (Текущее содержаниеРЖД) (3755_23),5.0
