,0
"Ответственность , добросовестность (СК) (614_4)",930.0
Разработка проектной документации (СПК в строительстве) (6933_10),745.0
Разработка рабочей документации (6972_10),613.0
Дисциплинированность (СК) (593_4),515.0
"Саморазвитие, обучаемость (СК) (604_4)",371.0
Знание AutoCAD (3072_10),359.0
Выполнение расчетов (6973_10),243.0
Уверенный пользователь AutoCad (6976_10),237.0
Внимательность (СК) (536_4),232.0
Подбор оборудования (7184_10),187.0
Оформление КС (5667_10),174.0
Проектирования объектов (6977_10),144.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",142.0
Пунктуальность (СК) (612_4),122.0
Выезды на объекты (6986_10),99.0
Инициативность (СК) (610_4),98.0
Знание компьютерных офисных программ (строительство) (4252_10),95.0
Высокая работоспособность (СК) (586_4),86.0
Самостоятельность (СК) (603_4),81.0
Аккуратность (СК) (575_4),77.0
Прохождения экспертизы (6978_10),75.0
"Организаторские способности, лидерство (СК) (393_4)",73.0
Надзор за строительством (6981_10),64.0
Участие в подготовке заданий на разработку проектных решений (6980_10),61.0
Кропотливость (СК) (623_4),60.0
Сопровождение проектной документации (6993_10),51.0
Трудолюбие (СК) (597_4),50.0
Согласование технических решений (7001_10),43.0
Подготовка технических заданий (6983_10),39.0
Проектирование систем отопления (6991_10),32.0
Выполнение комплекса геодезических работ (1410_10),32.0
Составление графиков (6998_10),26.0
Контроль выполнения работ (7013_10),23.0
Английский язык (ЯС) (1918_32),22.0
Защита проекта в вышестоящих организациях (7007_10),18.0
Анализ проектной документации (7025_10),9.0
Подготовка данных для заключения договоров (7017_10),6.0
