,0
"Ответственность , добросовестность (СК) (614_4)",1584.0
Разработка проектной документации (СПК в строительстве) (6933_10),1310.0
Разработка рабочей документации (6972_10),1180.0
Дисциплинированность (СК) (593_4),794.0
Знание AutoCAD (3072_10),753.0
"Саморазвитие, обучаемость (СК) (604_4)",677.0
Внимательность (СК) (536_4),631.0
Подбор оборудования (7184_10),599.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",471.0
Выполнение расчетов (6973_10),432.0
Уверенный пользователь AutoCad (6976_10),393.0
Проектирования объектов (6977_10),328.0
Оформление КС (5667_10),319.0
Пунктуальность (СК) (612_4),303.0
Аккуратность (СК) (575_4),268.0
Самостоятельность (СК) (603_4),248.0
Высокая работоспособность (СК) (586_4),203.0
Инициативность (СК) (610_4),189.0
Прохождения экспертизы (6978_10),186.0
Выезды на объекты (6986_10),184.0
Кропотливость (СК) (623_4),175.0
Английский язык (ЯС) (1918_32),169.0
Надзор за строительством (6981_10),162.0
Согласование технических решений (7001_10),120.0
"Организаторские способности, лидерство (СК) (393_4)",117.0
Трудолюбие (СК) (597_4),111.0
Проектирование систем отопления (6991_10),106.0
Подготовка технических заданий (6983_10),94.0
Знание компьютерных офисных программ (строительство) (4252_10),87.0
Участие в подготовке заданий на разработку проектных решений (6980_10),69.0
Сопровождение проектной документации (6993_10),66.0
Выполнение комплекса геодезических работ (1410_10),52.0
Контроль выполнения работ (7013_10),47.0
Составление графиков (6998_10),41.0
Анализ проектной документации (7025_10),29.0
Подготовка данных для заключения договоров (7017_10),23.0
Защита проекта в вышестоящих организациях (7007_10),19.0
