,0
"Ответственность , добросовестность (СК) (614_4)",1105.0
Разработка проектной документации (СПК в строительстве) (6933_10),598.0
Разработка рабочей документации (6972_10),578.0
Дисциплинированность (СК) (593_4),550.0
Знание AutoCAD (3072_10),377.0
Проектирования объектов (6977_10),330.0
Выполнение расчетов (6973_10),324.0
Оформление КС (5667_10),301.0
"Саморазвитие, обучаемость (СК) (604_4)",288.0
"Организаторские способности, лидерство (СК) (393_4)",270.0
Уверенный пользователь AutoCad (6976_10),249.0
Подбор оборудования (7184_10),212.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",195.0
Внимательность (СК) (536_4),189.0
Надзор за строительством (6981_10),169.0
Прохождения экспертизы (6978_10),164.0
Самостоятельность (СК) (603_4),156.0
Пунктуальность (СК) (612_4),126.0
Инициативность (СК) (610_4),109.0
Участие в подготовке заданий на разработку проектных решений (6980_10),88.0
Кропотливость (СК) (623_4),83.0
Составление графиков (6998_10),83.0
Подготовка технических заданий (6983_10),81.0
Высокая работоспособность (СК) (586_4),73.0
Сопровождение проектной документации (6993_10),69.0
Аккуратность (СК) (575_4),66.0
Выезды на объекты (6986_10),62.0
Контроль выполнения работ (7013_10),62.0
Защита проекта в вышестоящих организациях (7007_10),60.0
Согласование технических решений (7001_10),57.0
Знание компьютерных офисных программ (строительство) (4252_10),57.0
Трудолюбие (СК) (597_4),52.0
Выполнение комплекса геодезических работ (1410_10),44.0
Проектирование систем отопления (6991_10),43.0
Английский язык (ЯС) (1918_32),42.0
Подготовка данных для заключения договоров (7017_10),42.0
Анализ проектной документации (7025_10),31.0
